district-of-columbia ,Family Preservation Services of DC                                              ,"3341 Benning Road Northeast
                                                                                                       Washington, DC 20019"                                      ,202-543-0387
district-of-columbia ,Neighbors Consejo Metropolitan Medical Center                                   ,"6323 Georgia Avenue Northwest Suite 206
                                                                                                       Washington, DC 20011"                                      ,202-234-6855
district-of-columbia ,Safe Haven Outreach Ministry                                                    ,"1140 North Capitol Street Northwest Suite 924
                                                                                                       Washington, DC 20002"                                      ,202-589-1505
district-of-columbia ,Meyer Treatment Center of The Washington School of Psychiatry                   ,"5028 Wisconsin Avenue Suite 400
                                                                                                       Washington, DC 20016"                                      ,202-237-2700
district-of-columbia ,Next Step                                                                       ,"2112 F Street Northwest Suite 404
                                                                                                       Washington, DC 20037"                                      ,202-868-6408
district-of-columbia ,La Clinica Del Pueblo 15th Street                                               ,"2831 15th Street Northwest
                                                                                                       Washington, DC 20009"                                      ,202-462-4788
district-of-columbia ,McClendon Center Day Program and Administrative                                 ,"1313 New York Avenue Northwest 5th Floor
                                                                                                       Washington, DC 20005"                                      ,202-737-6191
district-of-columbia ,Saint Elizabeths Hospital Alabama Avenue                                        ,"1100 Alabama Avenue Southeast
                                                                                                       Washington, DC 20032"                                      ,202-299-5100
district-of-columbia ,Partners in Drug Abuse and Counseling PIDARC                                    ,"2112 F Street Northwest Suite 102
                                                                                                       Washington, DC 20037"                                      ,202-296-4455
district-of-columbia ,Circles of Hope                                                                 ,"3000 Connecticut Avenue Northwest Suite 321
                                                                                                       Washington, DC 20008"                                      ,202-265-2343
district-of-columbia ,PSI Family Services                                                             ,"770 M Street Southeast
                                                                                                       Washington, DC 20003"                                      ,202-547-3870
district-of-columbia ,Family Matters of Greater Washington                                            ,"1509 16th Street Northwest
                                                                                                       Washington, DC 20036"                                      ,202-289-1510
